,perimeter,area,circularity,ac,mean_intensity,standard_deviation,smoothness,skewness,class_id
0,593.882249712944,7317.0,3.8358160411149558,1907.5471611702133,32483.717291255743,18931.953923471392,0.9999999972099685,196381865201.06424,-1.0
1,403.94112491607666,5113.0,2.53951325765417,2013.3779513019917,33207.30276784034,18810.173546108257,0.9999999971737251,-95066066313.39215,-1.0
2,412.2842707633972,4492.0,3.0112299458536844,1491.7492455816146,32631.14291799788,18709.550540698525,0.9999999971432431,1053913990.1215172,-1.0
3,292.04163014888763,3646.5,1.8612445796923827,1959.172931803877,32271.74274406331,18852.376221105507,0.9999999971863647,237260735587.27063,-1.0
4,282.6274166107178,3088.0,2.0584552115679386,1500.1540877092245,32731.823055469464,18966.909303456752,0.9999999972202428,106215580328.13255,-1.0
5,232.1421353816986,2545.0,1.685040328260183,1510.349608443931,32945.89774436092,18992.749522531853,0.9999999972278015,-17961534880.46601,-1.0
6,226.72792184352875,1810.5,2.259444206394905,801.303256294509,33980.468538741545,19002.36072214399,0.9999999972306052,-687127117330.1554,-1.0
7,201.3137083053589,1686.0,1.9128427242600863,881.4106766943779,32221.49496080627,18953.90491812363,0.9999999972164271,227832929055.91245,-1.0
8,202.97056245803833,1637.0,2.00266158365439,817.4121945320672,33233.13183649973,18761.042187136118,0.9999999971589029,85737478247.23337,-1.0
9,165.89949476718903,1273.5,1.719813340864693,740.4873364685645,33672.786873156336,19050.241667445007,0.9999999972445088,-287440266995.8279,-1.0
10,121.65685415267944,799.0,1.4740646145324736,542.0386542915674,34081.77558139534,18940.698345395405,0.999999997212544,27115913344.963722,-1.0
11,107.41421353816986,684.5,1.3413440572648017,510.309041362435,33535.9161028417,19156.601546824895,0.9999999972750215,-585779321512.4553,-1.0
12,893.2346243858337,31159.0,2.037688165979505,15291.348558733986,33114.84100564328,18963.918927718125,0.999999997219366,-32036078054.441162,1.0
13,403.39696848392487,4243.0,3.051984787536418,1390.2428404385912,32688.081361280125,18669.635740097758,0.9999999971310148,86930036846.24904,-1.0
14,377.11269783973694,3612.0,3.1331753858636624,1152.824069886643,32964.09823544903,19008.48249980986,0.9999999972323886,-37044302055.83894,-1.0
15,211.79898953437805,2267.0,1.5746585059335312,1439.677232528596,33323.70645297342,19080.637047140528,0.9999999972532808,-95348373689.49315,-1.0
16,228.1421353816986,1942.0,2.1328087546772805,910.536397481099,32948.23260340633,18833.444010967978,0.9999999971807051,-174422018269.04028,-1.0
17,185.89949476718903,1511.5,1.8194427860949314,830.7488487967963,33862.57917705737,18678.745624714964,0.9999999971338126,-139123041191.807,-1.0
18,154.97056245803833,1277.0,1.4965721438150534,853.2832882647933,32727.31855136733,18891.466612231376,0.9999999971979967,-189430716984.58698,-1.0
19,145.0710676908493,1097.5,1.52597430837477,719.2126328580761,33630.017094017116,18794.151586130265,0.9999999971689043,-383314415749.98425,-1.0
20,308.79393684864044,1071.0,7.0849729087193865,151.16500991583663,32329.622001654272,18534.215186670808,0.999999997088937,229103718018.3319,-1.0
21,135.0710676908493,974.5,1.489817111718552,654.1071332412627,32305.086372360827,19098.07294562208,0.9999999972582939,169624927751.13452,-1.0
22,117.89949476718903,876.5,1.262007987333753,694.5280923710977,33103.045989304825,18718.54798756012,0.9999999971459888,-60125641905.305145,-1.0
23,126.24264061450958,854.5,1.484192419481806,575.7339741017826,33365.407407407416,18645.240582541708,0.9999999971235024,-283817863066.40845,-1.0
24,110.82842707633972,752.0,1.2997943192858357,578.553074776617,32697.146039603973,18226.17257567741,0.9999999969897051,221839628640.25693,-1.0
25,114.82842707633972,708.0,1.4820256153458757,477.7245363837835,32744.597911227167,18789.76097934135,0.999999997167581,-80478454405.1376,-1.0
26,106.24264061450958,686.5,1.30842040118008,524.6784591411426,33351.08648648649,19162.956767372714,0.9999999972768288,69768331331.44101,-1.0
27,103.41421353816986,651.5,1.306279715381089,498.7446351105084,33027.16619318184,18614.29423908559,0.9999999971139301,-7208647464.226295,-1.0
