,perimeter,area,circularity,ac,shape_factor,mean NRL,SD NRL,Ratio SD NRL and mean RL,entropy NRL,NCPS,mean_intensity,standard_deviation,smoothness,skewness,kurtosis,correlation,contrast,uniformity,homogeneity,energy,dissimilarity,gradient mean,gradient SD,gradient skewness,class_id,img_name
0,11915.436843395233,471594.5,23.957491494954468,19684.63601873007,301.05871711595563,0.4832543266022498,0.21354944289668837,0.0004669050337512873,7.449048663614928,0.000576895309427452,32843.96596155618,18907.875776912395,0.9999999972028579,9452149995.399647,2.2994868321508237e+17,0.6501065692869265,239.57298329818227,0.4261636778278819,0.6715479844255,0.6528121305765403,7.449297846671931,34366.22741596639,31496.721095356592,-0.10125607636508022,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
1,1456.8355672359467,25008.5,6.753416955715521,3703.088401617928,84.8659403788185,0.4699297222886642,0.21890157968374688,0.0017730678607936648,5.244906053030488,0.005926897065513243,32790.048333786974,18914.410524167142,0.9999999972047904,-22025891470.156178,2.3139493455960794e+17,0.6445039847285509,243.87385950446736,0.4228892382898207,0.6700131811811173,0.6502993451402367,7.51895757018694,35640.511737089204,31296.81225792937,-0.1967968252881953,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
2,552.5685414075851,12930.0,1.879160710078052,6880.7313449326775,23.61422992678315,0.6917301220441806,0.11009470681723203,0.0017843595278675818,4.509495551498392,0.006628227025851765,32969.21751647849,18905.39699902979,0.9999999972021244,-71957204260.99431,2.29853515491773e+17,0.5041488224882086,444.9020547945205,0.12345875571095392,0.38556971672057444,0.3513669815320642,13.889921722113503,24526.07608695652,30648.610933568496,0.5399658393501432,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
3,489.25483310222626,8677.0,2.1952843814460135,3952.5630817290926,27.586757141164835,0.6160468188568892,0.13698796503831065,0.0028006613156754483,4.3183052051092945,0.0069617325391443845,32924.94582772546,18950.268293350226,0.9999999972153586,10944811280.6203,2.3109021977900118e+17,0.467963772907557,478.40120906029995,0.09840598338525271,0.3500681601453078,0.31369727984994183,14.784741352923172,21939.33766233766,29625.922161376817,0.7470085941583819,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
4,412.18376541137695,6257.5,2.1605834363442025,2896.2084475607903,27.150692204346946,0.6522437139719032,0.1921452810363305,0.004070788450946846,4.048747043088593,0.0031961646024770275,32749.4759250658,18857.97337325108,0.9999999971880347,31642088686.938263,2.2951849539119674e+17,0.47569289148246235,466.97091863517056,0.10018262205413299,0.3533843279465347,0.3165163851274259,14.5753280839895,28659.866666666665,31568.955902102443,0.2687129260899499,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
5,477.0121924877167,4838.5,3.742297850816196,1292.922207927603,47.02710174267613,0.419421279729996,0.1918811574983785,0.005163533990398912,4.008759829287461,0.01029651231338733,33157.56821766562,18977.863668714443,0.9999999972234509,-65769166212.65521,2.331732410215322e+17,0.5667882915687602,370.9955065359477,0.23161641639567038,0.5073989550085354,0.4812654323714413,11.363153594771239,33156.18032786885,31977.694003076067,-0.03217954579133471,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
6,403.11269783973694,4487.0,2.881953858606282,1556.9298538908326,36.21570028072901,0.442414175539129,0.18294079650754141,0.005187906066862671,3.9134406484983146,0.006524306292981702,33704.150053361795,18748.4674652097,0.9999999971550905,-218937074100.62952,2.2528557532252317e+17,0.622249299470347,310.43701550387595,0.29373514587464655,0.5654556981096779,0.5419733811495234,9.744961240310076,32804.46296296296,31885.903263280703,-0.00021567268102362555,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
7,301.4558436870575,3777.0,1.9146551543052468,1972.6789920927172,24.060266267692782,0.6143087311660196,0.1383438070229478,0.0043022709024427164,3.866743754118783,0.013858885176915437,32489.19515923568,19036.27563862436,0.9999999972404642,150075444327.81158,2.3469143230493738e+17,0.5090414478973893,435.77646103896103,0.1304732037443076,0.3953038318722625,0.36121074699447636,13.553409090909089,24646.897959183672,30592.56674238935,0.5488708469577687,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
8,251.4558435678482,3535.0,1.4233908937958506,2483.5061228844747,17.886857500542618,0.706797116872121,0.09515080901730316,0.002887937916658312,3.574687049361109,0.013186831140941064,32380.94505194094,19025.234061320083,0.9999999972372602,123653792732.79904,2.3159944588276752e+17,0.273877490308035,605.1027493010251,0.02208132948965938,0.1915983358137216,0.14859787848303682,18.667054986020503,22688.972222222223,29892.574349647915,0.705175110310127,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
9,322.5269113779068,3423.5,2.417974514539715,1415.8544597612092,30.38516388578126,0.5648130384685265,0.20764101446049194,0.005701884504095251,3.971439760488344,0.0031050520849232217,32965.03015917341,19055.80559178627,0.9999999972461178,89201437300.42853,2.3300026270846288e+17,0.5261028800249085,421.82905009759276,0.16637710916457188,0.44135542018105206,0.4078935022338207,12.983571893298633,9057.78947368421,21044.5288432975,2.29322327965766,-1.0,50997223_9054942f7be52dd9_MG_L_ML_ANON
