,perimeter,area,circularity,ac,mean_intensity,standard_deviation,smoothness,skewness,class_id
0,1130.3086558580399,22628.0,4.493017113199626,5036.259473288731,32587.48567607213,18959.87913844212,0.999999997218181,69173881464.37668,-1.0
1,1495.078207731247,21896.0,8.12368685209637,2695.327921748928,32876.42058966538,18965.533657419564,0.9999999972198396,-14332853242.674568,-1.0
2,1011.7817445993423,18328.5,4.444643072083241,4123.728205560786,32815.049298767524,18834.622260824326,0.9999999971810578,-11740798105.941467,-1.0
3,637.0538222789764,10999.0,2.9362240091211804,3745.967598463998,33393.19931028385,18955.853489036366,0.9999999972169993,-159687382299.35593,-1.0
4,498.02438497543335,8631.0,2.2868108021446023,3774.2518934691625,32902.54853985794,18921.518325030713,0.99999999720689,10258623783.263046,-1.0
5,634.0832602977753,7507.0,4.262027976680301,1761.3680719776064,33069.40982348425,19045.962065611784,0.9999999972432704,-145627200880.97095,-1.0
6,369.8406196832657,5365.5,2.0286594716121944,2644.849998277921,33009.0275924256,19083.751510981077,0.9999999972541773,-140885638018.9879,-1.0
7,294.72792184352875,3878.5,1.7822511512167776,2176.1803870077865,32751.38906832298,18817.62118363694,0.9999999971759619,243922855277.53494,-1.0
8,260.72792172431946,2620.5,2.0643391912926092,1269.4134815893044,32720.408363636358,18991.93166705184,0.9999999972275628,63751097070.88981,-1.0
9,180.3847759962082,1733.5,1.493709189534467,1160.5337987779715,32646.599341383087,18767.194459133072,0.9999999971607654,11195021828.460052,-1.0
10,166.48528122901917,1705.0,1.2936519300326732,1317.974302374316,32733.97986577181,18604.458651352517,0.9999999971108777,101634241177.3349,-1.0
11,171.0710676908493,1541.5,1.5107748230907745,1020.3373636094672,33245.259987707424,18679.432271804788,0.9999999971340233,-124245334819.95453,-1.0
12,179.0710676908493,1513.5,1.6860038297439213,897.6847936519089,32897.39737991267,19034.074449874413,0.9999999972398259,106513071152.89401,-1.0
13,156.48528122901917,1446.0,1.3476242968629843,1072.999354023236,33108.45078740156,18607.696679071643,0.9999999971118831,138027952229.0661,-1.0
14,146.48528122901917,1294.0,1.3196046523425289,980.596724710635,33145.258961228974,18880.81454249515,0.9999999971948341,-263995975990.26904,-1.0
