,perimeter,area,circularity,ac,mean_intensity,standard_deviation,smoothness,skewness,correlation,contrast,uniformity,homogeneity,energy,dissimilarity,class_id
0,15831.025925517082,804243.0,24.798246156104714,32431.446761891882,32744.942292910775,18923.900750162167,0.9999999972075932,29194967566.028408,0.6436127184798512,254.09451232565488,0.3954409544713141,0.6500807629835968,0.6288409611907562,7.924698770486203,-1.0
1,5375.658063650131,140051.5,16.41971609756392,8529.471470020026,32601.876139391403,18913.039185861893,0.999999997204385,-38498994670.39823,0.7000971575936997,115.19838821000292,0.6936143667586054,0.84259314508762,0.8328351378025578,3.5841749411349806,-1.0
2,3249.7199034690857,88127.0,9.536148609598367,9241.36185454346,32873.09747232039,18897.14293188115,0.9999999971996797,-9883601878.286715,0.6520897473641892,235.06696021921948,0.43508123083943423,0.6803514818639166,0.6596068759794991,7.293829726920533,-1.0
3,1815.796023607254,44319.5,5.920104941613067,7486.2693207468965,32681.756175845567,18973.883746363488,0.999999997222286,-37789416649.19632,0.6525055457493542,226.7684970186905,0.453834793549091,0.693491315670305,0.6736726160005994,7.023441979130833,-1.0
4,1077.4213528633118,15204.0,6.075799471320114,2502.386734744648,32473.21287286144,18927.18639655843,0.9999999972085627,69982306494.72318,0.58809547942647,324.89021376853236,0.29264393681933454,0.5680726430316141,0.5409657445895577,9.937507183082404,-1.0
5,600.7523068189621,8867.5,3.238767950834433,2737.923844687726,32555.280283997818,18949.39459106448,0.9999999972151018,64117216307.39447,0.48887698086559056,453.8633798843278,0.1214956440911347,0.38508001170002815,0.34856225282025977,14.056919170545916,-1.0
6,529.4974737167358,8224.5,2.7127415278618394,3031.803773241339,32371.41824826123,18885.960956901203,0.9999999971963628,105986399159.96883,0.5770628696694141,348.1850403034614,0.24354756652662235,0.5218380419015957,0.4935053865223989,10.85004741583689,-1.0
7,332.7695519924164,4842.0,1.8199209102556904,2660.555177268512,32449.54916067146,18850.05333774715,0.9999999971856712,43685193419.42386,0.35211124003125155,555.2415321304211,0.04152583738247275,0.2505095348793895,0.20377889336845648,17.140867363089587,-1.0
8,333.94112491607666,4685.0,1.8941760991603647,2473.370877225581,32015.03320957095,18937.54594634196,0.9999999972116159,93895401978.30907,0.4892208359816352,445.73677884615387,0.12278238486421576,0.38857328986012296,0.3504031747347843,13.85349893162393,-1.0
9,345.0121924877167,4437.5,2.1346204018600003,2078.823942717584,32127.330076004346,18849.219608658506,0.9999999971854222,-70241136346.82889,0.30397440595385444,586.2207746478874,0.03215997569926606,0.22256110592103778,0.17933202641822252,17.98274647887324,-1.0
10,262.2842707633972,3253.0,1.6828699904407516,1933.0073139803415,32236.28748890861,19017.915314885406,0.9999999972351334,-2261048298.0630493,0.4213895459632074,511.0076400679117,0.07734235604071232,0.3138452611077417,0.27810493710236844,15.623514431239391,-1.0
11,244.04162991046906,3029.5,1.5643971387169333,1936.5287272800151,31961.92410288979,18657.00576658261,0.9999999971271292,245802118997.90308,0.3204794831153049,558.582285115304,0.028955924299759583,0.21836625717272,0.1701644037387361,17.547693920335426,-1.0
12,237.94112479686737,2888.0,1.560026470755347,1851.250638459784,31575.78488178489,18844.515805340827,0.999999997184017,280755336578.8635,0.3554314231028202,542.0371533228677,0.046927083033833486,0.2571270184099912,0.21662659816798463,16.89900575614861,-1.0
