,perimeter,area,circularity,ac,shape_factor,mean_intensity,standard_deviation,smoothness,skewness,kurtosis,correlation,contrast,uniformity,homogeneity,energy,dissimilarity,class_id
0,1286.0660152435303,43352.5,3.036005213874507,14279.455055570921,38.15156670467383,33175.05415975079,18965.331251317584,0.9999999972197802,51148118350.45737,2.3249871222626224e+17,0.41562621258270493,522.6865796291245,0.06015520578774764,0.2887726753881887,0.24526558215075275,16.193294927733845,-1.0
1,1184.2081507444382,22026.5,5.066414691925289,4347.5517381364825,63.666444704767535,32787.3856295903,18883.9288747615,0.9999999971957593,-10718946830.50481,2.2884750457597194e+17,0.579564929677023,345.5413214316221,0.2581199105907636,0.5358400798496188,0.5080550271287192,10.648052447253779,-1.0
2,745.7401144504547,18623.0,2.376377888925518,7836.716578953027,29.862445272006514,33276.35130865238,18915.420720973154,0.9999999972050889,-80309925824.48418,2.3027317384696477e+17,0.5421968825693368,410.7867503924646,0.1600607261767164,0.4341156325679321,0.40007590051978437,12.792841444270016,-1.0
3,660.911687374115,11557.0,3.007681790477222,3842.494254741715,37.79564406919615,33002.87627304097,18901.990828380098,0.999999997201116,76058329179.39035,2.2980359654982902e+17,0.5401628352300288,406.4371842040716,0.16983736364172894,0.44407178118424545,0.41211328981449863,12.62487122884474,-1.0
4,501.94112491607666,10133.0,1.978598395782641,5121.302039665235,24.86380073838118,33478.26136801541,18960.18571316327,0.9999999972182709,990407657.3432312,2.3084335846757347e+17,0.5122867953850093,446.3318318318318,0.12062584199564924,0.38443503427521747,0.3473123118975906,13.892892892892892,-1.0
5,572.4264060258865,9126.0,2.8572549294052925,3193.974715409619,35.90532438261156,33181.654512597,18972.17511007285,0.9999999972217857,22692055933.189636,2.311346833130054e+17,0.5392329387350216,411.4297983569828,0.16880069977675774,0.44239041480497066,0.4108536232975897,12.72790639780931,-1.0
6,339.55634891986847,3540.5,2.5914882712694767,1366.203366324956,32.5656020595372,33182.14559180373,18941.644465168763,0.9999999972128224,-187810721773.65146,2.3108662921188083e+17,0.5303395156399217,421.98220171390903,0.1513836919222229,0.4211654354323537,0.3890805725325063,13.097231377719181,-1.0
7,252.62741649150848,3122.0,1.6267401988191752,1919.1755403021393,20.442220231638082,33134.528034503994,18743.71861618795,0.9999999971536487,-13611099414.47651,2.2516024215843203e+17,0.36065260335529314,540.2809706257982,0.03020292322974318,0.22035914089050934,0.17378988241478036,17.212260536398468,-1.0
8,270.1421353816986,3057.0,1.899675204932586,1609.2224565875113,23.87202267209159,33557.00846129738,18666.984086522505,0.9999999971301996,-149383202819.5513,2.2156283015256794e+17,0.434104749940331,505.8858720662678,0.07144177729059459,0.30680422449788347,0.26728594667620403,15.796594569719282,-1.0
9,2611.4802289009094,163629.0,3.316678260436091,49335.204427843826,41.67860822922799,32933.81464952705,18882.841623135537,0.9999999971954364,-1105724904.0540924,2.2875721994055155e+17,0.48941556311127093,457.9400141458814,0.10848044920366826,0.3694567303734918,0.3293637035310179,14.293327859256609,-1.0
10,4698.991982460022,139069.5,12.634779025809477,11006.880271979286,158.7733158688538,32726.17990039333,18946.835131789547,0.9999999972143494,17571368176.39481,2.307552274192943e+17,0.6205845370373686,290.1073770491803,0.33658441004374806,0.6041170148669986,0.5801589523947278,8.995394504068877,-1.0
11,3460.2569209337234,126523.5,7.530704919092763,16801.016818388696,94.63362900069737,32901.152254451605,18904.372290674877,0.9999999972018211,-24608153923.056725,2.2939280069338144e+17,0.6240651817858099,289.8825531859286,0.33428320793512495,0.6054628882469152,0.5781722995224909,9.01561601589044,-1.0
12,1492.7939368486404,19927.0,8.899137972054772,2239.205646948627,111.82986590515696,33771.62264607641,18802.508265741846,0.9999999971714203,-102435926106.77104,2.259147026233165e+17,0.5814338229126941,365.3417538614848,0.22672196639117337,0.5109059473075369,0.4761533013549033,11.267164922770304,-1.0
13,828.4680362939835,13169.5,4.147366008150364,3175.388903250744,52.11733833181284,32627.69134438304,18877.978137628208,0.9999999971939911,-191748652832.75412,2.3004920700030413e+17,0.5605039231228452,370.9243228685749,0.22185862868429035,0.5026824153971821,0.4710187137304529,11.42832409972299,-1.0
14,503.6639939546585,6712.5,3.007375430452503,2232.0126486469326,37.7917942355841,33045.442684331785,18854.86564055358,0.9999999971871076,-42170092565.37062,2.2931537530952048e+17,0.6469248222450061,246.26036585365856,0.4129490083201136,0.6643831853275819,0.6426110863657066,7.65609756097561,-1.0
15,394.6274166107178,4207.0,2.945724540519524,1428.1715558027129,37.017066303981224,33020.76419809176,19003.29101006892,0.9999999972308763,-47510702306.38583,2.337199432066348e+17,0.49191665632933995,459.7190977443609,0.11436585448583864,0.3741661428259238,0.33818021007421273,14.329323308270673,-1.0
16,353.11269783973694,4081.0,2.4313652825817367,1678.480822785544,30.553437239808225,32138.55289139635,18756.498732375454,0.9999999971575263,227492600841.1266,2.244720832840991e+17,0.5122843579504293,419.8487972508591,0.1481932520610031,0.4201873537513694,0.38495876670236134,13.147479954180984,-1.0
17,316.6274164915085,3415.0,2.336127074159829,1461.82116451357,29.356638616130947,32426.545225427064,18650.228496812655,0.9999999971250408,71836256899.93796,2.233767705791177e+17,0.4530951336926075,474.655172413793,0.08348387070422565,0.32732292690576587,0.288935755323265,14.89179548156956,-1.0
18,1207.563488960266,36088.0,3.21549078225794,11223.170098674254,40.407048876908966,32985.652113444216,18890.150495614347,0.9999999971976062,-45116375852.79199,2.2917286461962243e+17,0.5447472027347954,401.46284722222225,0.17326619154773745,0.4487016828090951,0.4162525574068434,12.515814393939394,-1.0
19,626.3847759962082,7146.5,4.368970634059022,1635.739994287967,54.90210419083746,33283.64414052023,18946.627423723206,0.9999999972142883,-135054876540.57298,2.3032020489420563e+17,0.5005670303297189,452.88751714677636,0.13188687690637366,0.397076812098021,0.36316232858926,13.86985596707819,-1.0
20,288.2842706441879,2844.0,2.3254255404598183,1223.0019626591188,29.222159177514555,33442.75242881072,18867.086446123823,0.9999999971907505,-135399503381.13046,2.270135503833933e+17,0.573894187307287,374.6642987249545,0.20642784861364114,0.4850841389486701,0.4543433158016536,11.651912568306013,-1.0
21,802.7523068189621,30247.5,1.6953671937255224,17841.267727690283,21.30461248378098,33049.881446664054,18848.7734552892,0.999999997185289,-80774526493.21426,2.2852592156377184e+17,0.42194205986360755,511.86082373609213,0.06216101328745606,0.2907609810619156,0.24932110477746577,15.994876049189928,1.0
22,6052.655977010727,221948.0,13.135024286907418,16897.418318535645,165.05958321788742,32927.65411089867,18909.005177868647,0.9999999972031921,23170115679.958282,2.3022773948041338e+17,0.5743669501698917,364.8195930423367,0.22057831204553424,0.4997257954707683,0.46965765409022586,11.35349055276853,-1.0
23,1163.7401144504547,38202.0,2.8210841791821646,13541.602296700981,35.45078932990832,32906.54903680018,18936.852571058684,0.9999999972114116,23072482902.611237,2.3095626265497866e+17,0.5444351781700217,403.14668978418575,0.1685497733461534,0.44472749171446063,0.4105481376722508,12.56644005414366,-1.0
24,1367.5218588113785,32817.5,4.534748396717349,7236.895441378005,56.98532899602126,32876.065376459694,18954.13663749226,0.9999999972164951,38881812051.74176,2.3205334240219203e+17,0.5616729014960402,380.23692202194354,0.20244310730569387,0.48114748994601986,0.449936781454566,11.808891718913271,-1.0
25,557.8822498321533,10627.0,2.3305828308005667,4559.80360773085,29.286967599302262,33026.65082132694,19071.29148528753,0.9999999972505882,-164311338360.7262,2.3549576794484083e+17,0.4857819146044757,466.54878917378915,0.11907128504548575,0.38326995993532337,0.3450670732560349,14.258903133903132,-1.0
26,845.2964632511139,10394.5,5.4702180239374085,1900.1984846882103,68.74078703014496,32831.91765358993,18957.04780956217,0.99999999721735,-86295425914.7948,2.2989894402758605e+17,0.5723405972321787,358.02949852507373,0.24538915592015384,0.5238182650701593,0.4953676976955137,10.982208702064895,-1.0
27,700.6690467596054,9435.5,4.140483720791856,2278.8400187685043,52.03085295819131,33243.306646216755,19032.67897956026,0.9999999972394211,-84671238310.37921,2.3588997190378336e+17,0.5102790263205328,444.61869266055044,0.13644431507511223,0.4034984310055408,0.36938369627680134,13.65500764525994,-1.0
28,390.42640602588654,4100.0,2.9585890476895873,1385.7957066398797,37.178726468851316,32848.55198135197,19023.205381119125,0.9999999972366709,-41685032535.61044,2.335199732532623e+17,0.6090433846757276,297.3857142857143,0.3443971519274377,0.6105784384924661,0.5868536034885001,9.046857142857142,-1.0
29,272.72792184352875,2618.5,2.2604596763006772,1158.3927054541705,28.40577405120868,32418.907044299183,18815.811600937177,0.9999999971754187,262199149257.83203,2.2833176199761456e+17,0.13445734052743102,660.5136147038802,0.004761670855033981,0.1195390655015005,0.06900486109712838,20.347515316541866,-1.0
30,2960.048770427704,168799.0,4.130646215724063,40865.03447267781,51.907231223588774,32869.80037120572,18906.18462953297,0.9999999972023575,-9756296760.149963,2.3085202112438947e+17,0.5998070549743589,331.9009928532917,0.26213336376594965,0.5387969101010931,0.511989612947323,10.386888715542657,-1.0
31,4020.3990561962128,127557.5,10.08375909800391,12649.796445975206,126.71625401143326,32441.80219262691,18914.35984648704,0.9999999972047754,-5579206448.121696,2.2987074032676944e+17,0.5965240371608693,321.1684059436973,0.2870122721843437,0.5618821781660922,0.5357352631518143,9.975200165260997,-1.0
32,2545.1025927066803,64252.0,8.022580286755069,8008.894607895325,100.81471716681608,32990.84631710743,18874.91752615525,0.9999999971930811,24276744526.491104,2.29360744750677e+17,0.5524479307588326,391.2780427758116,0.1894530759714511,0.4662921158540988,0.4352620773412854,12.14397086731292,-1.0
33,1713.6639944314957,29510.5,7.918900970660865,3726.590357593173,99.51184445573301,32695.771608396204,18848.28650021362,0.9999999971851435,20599951579.359894,2.2769039460716957e+17,0.6143881545683498,292.70712332512994,0.3359264251663852,0.60232510250185,0.5795916020495684,9.05872299699207,-1.0
34,1047.8650045394897,22264.5,3.924531890445109,5673.160677890382,49.317122223204876,33137.65557068199,18870.659242389964,0.9999999971918141,-43926104201.13996,2.2767843840555258e+17,0.5961660124574211,335.88154083595845,0.264802716264836,0.5443981440074624,0.514589852469747,10.40180553500074,-1.0
35,1015.0538227558136,20109.0,4.077348227358605,4931.881919005738,51.23746894878863,32702.745729813647,18938.74455003766,0.9999999972119689,-87209300686.87712,2.3210044427793315e+17,0.48139519504213274,463.1182455130051,0.11236151841789715,0.3719321840677198,0.33520369690368446,14.351441277153917,-1.0
36,393.0538226366043,8490.0,1.4480597910273052,5863.017571931123,18.196856005800612,32248.187831297535,18730.595948754806,0.999999997149659,93427597237.55815,2.2393555883022365e+17,0.348708927810288,543.9546306711661,0.03409850413805136,0.23619081930616367,0.18465780280846883,17.12167229096363,-1.0
37,624.6690466403961,7984.5,3.8890397644586594,2053.0774904821305,48.87111501416762,32597.478470630806,18843.354258276835,0.9999999971836698,53177480197.86189,2.2677740738712502e+17,0.5136795227967745,426.47804128238914,0.15035691032903242,0.4214437326753718,0.38775883011097556,13.23664178012004,-1.0
38,452.87005722522736,6025.5,2.708596165185839,2224.58411388417,34.037223256357265,32237.851336213796,18682.45858576735,0.9999999971349517,64805355059.899956,2.2233104466914266e+17,0.40788235870028466,511.6446376811594,0.07181798781768525,0.306844328458273,0.2679887830072096,15.842202898550724,-1.0
39,465.11269783973694,4617.0,3.7286073706337106,1238.263925658469,46.85506209481448,32446.164878250132,18841.278647263247,0.9999999971830492,12412796122.158592,2.281739957952633e+17,0.5076526738591819,428.14939518643223,0.15481890878287394,0.426080329964702,0.39347034041065143,13.162239680758198,-1.0
40,281.2132029533386,3882.5,1.6208770960388308,2395.308077020905,20.368542309150193,32294.6413827406,18821.15676521555,0.9999999971770228,98574837480.71758,2.2668269756168144e+17,0.3927035040427973,521.4680810028931,0.04977257108955167,0.2685879239395277,0.22309767163632988,16.383027965284477,-1.0
41,376.72792184352875,3459.5,3.264618375549754,1059.6950706121747,41.024404421605404,33133.62270359199,18778.255017456806,0.999999997164109,152659728244.2298,2.264818747569731e+17,0.5563112240299394,390.5526565464895,0.17792304328640127,0.4541491996821082,0.42180924988245727,12.277514231499051,-1.0
42,1253.0782074928284,24555.0,5.088696527744884,4825.400741844167,63.94644651164487,33123.460434799876,19012.157857788723,0.9999999972334586,-32034306294.60468,2.32816200265901e+17,0.6251137828684714,287.3624350576011,0.34881666520171833,0.6133783544708051,0.5906070311143597,8.863741972958147,1.0
43,3531.2102382183075,104033.0,9.538194266104664,10906.991103095492,119.86048413962682,32769.108986543324,18925.138138252,0.9999999972079584,-26473245921.58692,2.301700382196148e+17,0.5885656099149801,339.7354844640559,0.26018475181001793,0.5376892133643836,0.5100830832423459,10.52656738371024,-1.0
44,2822.1909058094025,87959.0,7.2058070503239104,12206.682663817111,90.55084196993253,32460.413330348678,18916.876178952352,0.999999997205519,15523499560.94508,2.296771295105827e+17,0.6009557679135542,316.0213272923013,0.292774861174331,0.5666570923143874,0.5410867408968094,9.831208257437765,-1.0
45,1573.1442234516144,26663.5,7.386012852543744,3609.999133811023,92.81537486748486,32500.39260961551,18885.09105440179,0.9999999971961044,11426968993.889164,2.288389731449268e+17,0.6770140798512344,160.52649047939906,0.5920237971501411,0.7817197333310234,0.7694308267480197,4.961168925157844,-1.0
46,1258.4680361747742,19096.5,6.599647467982579,2893.5636475500314,82.9336160067862,32919.77633514225,19009.33146261216,0.9999999972326359,-7895502989.386833,2.3235024939536147e+17,0.5554125892702583,388.34186900056466,0.19655320313693164,0.47522952818996234,0.4433432114478935,11.986533032185205,-1.0
47,668.7106767892838,9299.0,3.8267527491384095,2429.997600993078,48.08839329519109,32438.923108894454,18843.19292136139,0.9999999971836215,-94737406036.53374,2.2573567183299462e+17,0.5159386828177002,422.6557721712538,0.14512034075570415,0.41741907984028703,0.38094663767475906,13.168641692150867,-1.0
48,671.012192606926,6882.5,5.206006896159217,1322.0305192214846,65.4206120780464,32742.64134202135,18902.748857428043,0.9999999972013405,-40185778331.73007,2.2770091867760112e+17,0.5541389913913068,377.01804142310743,0.22075711336584508,0.4992847894025474,0.4698479683534293,11.558129465252218,-1.0
49,530.4680361747742,6727.5,3.328548351219739,2021.1513519203418,41.8277721892414,32478.243986254296,18916.20949608882,0.9999999972053221,76441823910.8834,2.3060290488438115e+17,0.5606967280678247,367.01722099039176,0.22623982510738233,0.5066672582086374,0.47564674403109536,11.290983000739098,-1.0
50,435.94112491607666,5482.0,2.758714679533134,1987.157294906531,34.66703108228646,32646.075140449426,18791.384995921133,0.9999999971680706,169971201604.4914,2.2583435112948858e+17,0.6043569723974049,319.3113403777353,0.2740244093508629,0.550984358447809,0.5234734084467547,10.021715616939844,-1.0
51,458.7695518732071,4892.0,3.423677592985698,1428.872861750343,43.02320149753542,32002.20578463944,18825.483230833706,0.9999999971783202,121937249979.52986,2.2820888349375907e+17,0.5556052216323986,360.6734046769718,0.2363466964018231,0.5172468256803111,0.4861550127292972,11.062623860483551,-1.0
52,370.3847758769989,3566.5,3.06093538761263,1165.1667050645208,38.46484850734746,33070.403999999995,19220.60152333039,0.9999999972931384,99407380040.104,2.4037868975026205e+17,0.5377351510800608,411.00968992248056,0.19040313206598533,0.4705993826928502,0.4363520735208959,12.409809183064997,-1.0
53,352.87005710601807,3357.5,2.951234574392074,1137.6594829611647,37.08630743172136,33784.700368167665,18667.114233546294,0.9999999971302397,-81527126689.54684,2.25036034877735e+17,0.4982695586564712,456.25882352941176,0.11987003946799306,0.38171702727818163,0.3462225288279101,14.142279411764704,-1.0
54,252.1421353816986,2816.0,1.7965873547438391,1567.4161306793294,22.576582540782255,33213.3604216253,18822.937829046125,0.9999999971775569,-129851847343.2466,2.2785785126112118e+17,0.35735847806741416,560.924838362069,0.04420788704852856,0.25103905924844694,0.2102567170116773,17.187769396551722,-1.0
55,335.3137083053589,2703.0,3.3101426311142763,816.5811269256706,41.596479088971996,31830.670034843206,18950.03937997547,0.9999999972152913,161313995213.24304,2.303321303335757e+17,0.49466553923774526,436.03192904656316,0.13696717321940427,0.4033272000912609,0.3700907634883695,13.48381374722838,-1.0
56,245.01219248771667,2523.5,1.8930505894883964,1333.0335776615377,23.788775299242293,32632.37334343052,18764.806729542353,0.9999999971600427,62994356826.56749,2.2463161240097475e+17,0.4492951375112799,486.3002645502646,0.08730494667002607,0.338089159918815,0.2954741049060409,15.118253968253967,-1.0
57,6430.462105751038,365441.5,9.004438531908539,40584.59599729676,113.1531117661789,32863.86312267839,18932.41016126031,0.9999999972101029,-17341757161.720192,2.310851973508378e+17,0.6311375695889748,276.65928680074364,0.35875562531847016,0.6210545586148761,0.5989621234422675,8.603370124326691,-1.0
58,631.8406196832657,10850.5,2.9278948066698094,3705.9049988006127,36.79301126047032,33001.137353283746,18861.638783294355,0.9999999971891275,-92470644691.4164,2.2789430029680794e+17,0.5891341196814212,344.3024394586895,0.2500707486838075,0.5292538615446065,0.5000707436791394,10.682603276353277,-1.0
59,604.183765411377,6623.5,4.38571794967377,1510.2430379711686,55.112557165648035,32724.182199104172,18857.476693693097,0.9999999971878866,136267452983.19604,2.2949093256228528e+17,0.5710131362302071,358.8168724279836,0.2346886717395895,0.5133497582102744,0.48444676873686493,11.130217519106408,-1.0
60,338.3847758769989,4859.5,1.8750816374371095,2591.62049426394,23.562970788214173,33561.54585239708,18997.260669374395,0.999999997229118,-12272891916.120575,2.321438657890664e+17,0.4911336562336377,467.9143124916321,0.10528141659153281,0.36316998333412626,0.32447097958297105,14.52992368456286,-1.0
